locus_tag	string_id	gene_class	gene_name	annotation
KOIAIB_00425	511145.b0386	core	proC	pyrroline-5-carboxylate
KOIAIB_00491	511145.b0450	core	glnK	P-II
KOIAIB_00666	511145.b0610	core	rnk	nucleoside
KOIAIB_04489	511145.b4194	core	ulaB	PTS
KOIAIB_01858	511145.b1741	core	cho	excinuclease
KOIAIB_02070	511145.b1943	accessory	group_2237	Flagellar
KOIAIB_02208	511145.b2073	core	yegL	Uncharacterized
KOIAIB_02865	511145.b2683	core	ygaH	L-valine
KOIAIB_02194	511145.b2059	accessory	group_3581	colanic
KOIAIB_03402	511145.b3200	core	group_9113	lipopolysaccharide
KOIAIB_03470	511145.b3265	core	acrE	Acriflavine
KOIAIB_03638	511145.b3430	core	glgC	glucose-1-phosphate
KOIAIB_03467	511145.b3262	core	group_2256	adenine-specific
KOIAIB_01751	511145.b1644	core	hlyD~~~ydhJ	HlyD
KOIAIB_04052	511145.b3809	core	dapF	diaminopimelate
KOIAIB_00155	511145.b0145	core	group_8522	RNA
KOIAIB_00229	511145.b0212	core	gloB	hydroxyacylglutathione
KOIAIB_03169	511145.b2975	core	glcA	L-lactate
KOIAIB_02342	511145.b2197	core	ccmE	cytochrome
KOIAIB_02448	511145.b2288	core	nuoA	NADH-quinone
KOIAIB_02583	511145.b2418	core	pdxK	pyridoxal
KOIAIB_03207	511145.b3010	core	yqhC	DNA-binding
KOIAIB_03379	511145.b3177	core	group_9095	dihydropteroate
KOIAIB_03647	511145.b3439	core	yhhW	quercetin
KOIAIB_03749	511145.b3530	core	bcsC	cellulose
KOIAIB_02724	511145.b2546	core	yphD	putative
KOIAIB_02936	511145.b2752	core	cysD	sulfate
KOIAIB_03857	511145.b3626	accessory	group_3368	Lipopolysaccharide
KOIAIB_01308	511145.b1224	core	narG	Nitrate
KOIAIB_02626	511145.b2459	core	eutT	ethanolamine
KOIAIB_00694	511145.b0638	core	cobC	adenosylcobalamin/alpha-ribazole
KOIAIB_03457	511145.b3251	core	group_9149	rod
KOIAIB_01849	511145.b1733	core	chbG	chitin
KOIAIB_02085	511145.b1958	accessory	group_8965	Inner
KOIAIB_02291	511145.b2147	core	preA	NAD-dependent
KOIAIB_02737	511145.b2557	core	purL	phosphoribosylformylglycinamidine
KOIAIB_03899	511145.b3666	core	uhpT	hexose
KOIAIB_02497	511145.b2336	core	fimC~~~yfcS	Chaperone;Fimbria/pilus
KOIAIB_02703	511145.b2527	core	hscB	co-chaperone
KOIAIB_04079	511145.b3836	core	tatA	Sec-independent
KOIAIB_04124	511145.b3872	core	yihL	Uncharacterized
KOIAIB_02184	511145.b2049	accessory	group_795	mannose-1-phosphate
KOIAIB_02663	511145.b2491	accessory	hyfR	DNA-binding
KOIAIB_03564	511145.b3355	core	prkB	phosphoribulokinase
KOIAIB_01900	511145.b1783	core	yeaG	protein
KOIAIB_01993	511145.b1869	core	yecN	Inner
KOIAIB_02202	511145.b2067	core	dgcE~~~yegE	diguanylate
KOIAIB_01969	511145.b1848	core	yebG	DNA
KOIAIB_02072	511145.b1945	accessory	fliM	FliM/FliN
KOIAIB_01505	511145.b1408	accessory	ynbA	CDP-alcohol
KOIAIB_01702	511145.b1597	core	asr	acid
KOIAIB_01767	511145.b1658	core	group_368	HTH-type
KOIAIB_03245	511145.b3050	core	yqiJ	Inner
KOIAIB_02909	511145.b2726	core	hypA	hydrogenase
KOIAIB_01840	511145.b1725	core	yniA	putative
KOIAIB_00946	511145.b0876	core	group_8823	Uncharacterized
KOIAIB_03582	511145.b4474	accessory	frlC	fructoselysine
KOIAIB_00419	511145.b0380	core	yaiZ	Uncharacterized
KOIAIB_00518	511145.b0477	core	gsk	inosine/guanosine
KOIAIB_01278	511145.b1202	accessory	group_631	Adhesion
KOIAIB_01225	511145.b1150	accessory	ymfR	Uncharacterized
KOIAIB_03598	511145.b3389	core	aroB	3-dehydroquinate
KOIAIB_03802	511145.b3573	core	ysaA	Putative
KOIAIB_04042	511145.b3801	core	group_2497	Arylsulfatase;Arylsulfatase
KOIAIB_04697	511145.b4385	accessory	yjjJ	type
KOIAIB_00429	511145.b0390	core	aroM	Protein
KOIAIB_03122	511145.b2925	core	fbaA	class
KOIAIB_03395	511145.b3193	core	group_9107	outer
KOIAIB_03535	511145.b3327	accessory	group_7913	type
KOIAIB_03803	511145.b3574	core	yiaJ	IclR
KOIAIB_03642	511145.b3433	core	asd	aspartate-semialdehyde
KOIAIB_04252	511145.b3990	core	thiH	2-iminoacetate
KOIAIB_00511	511145.b0470	core	dnaX	DNA
KOIAIB_01931	511145.b1813	core	nudL	CoA
KOIAIB_02032	511145.b1904	core	yecR	Uncharacterized
KOIAIB_03692	511145.b3482	accessory	rhsB~~~rshA~~~rhsA~~~rhsC	DUF6531
KOIAIB_04603	511145.b4302	accessory	sgcA	Putative
KOIAIB_01662	511145.b1558	accessory	cspF	Cold
KOIAIB_01727	511145.b1621	core	malX	PTS
KOIAIB_00111	511145.b0102	core	zapD	cell
KOIAIB_00918	511145.b0850	core	ybjC	DUF1418
KOIAIB_00986	511145.b0914	core	group_8841	lipid
KOIAIB_03161	511145.b2966	core	yqgA	DUF554
KOIAIB_03300	511145.b3097	core	group_9052	Protein
KOIAIB_03366	511145.b3165	core	group_9086	30S
KOIAIB_03401	511145.b3199	core	group_9112	LPS
KOIAIB_01526	511145.b1426	core	ydcH	Uncharacterized
KOIAIB_03270	511145.b3070	core	nfeF	NADPH-dependent
KOIAIB_03513	511145.b3305	core	rplF	50S
KOIAIB_03707	511145.b3495	core	uspA	universal
KOIAIB_03911	511145.b3676	core	yidH	Inner
KOIAIB_04055	511145.b3812	core	yigB	5-amino-6-(5-phospho-D-ribitylamino)uracil
KOIAIB_04322	511145.b4050	core	pspG	envelope
KOIAIB_04538	511145.b4240	core	treB	PTS
KOIAIB_00331	511145.b0301	core	ykgB~~~rclC	Inner
KOIAIB_00578	511145.b0532	accessory	sfmD~~~fimD	Outer
KOIAIB_03338	511145.b3139	core	agaC	PTS
KOIAIB_01590	511145.b1490	accessory	dosC	diguanylate
KOIAIB_03510	511145.b3302	core	rpmD	50S
KOIAIB_03542	511145.b3334	accessory	gspM	General
KOIAIB_02713	511145.b2535	core	csiE	stationary
KOIAIB_02860	511145.b2679	core	proX	glycine
KOIAIB_01335	511145.b1250	core	kch	voltage-gated
KOIAIB_01665	511145.b1560	accessory	ydfU	HNH
KOIAIB_02549	511145.b2386	core	fryC	Fructose-like
KOIAIB_01604	511145.b1503	core	ydeR	fimbrial
KOIAIB_01286	511145.b1209	core	group_8937	lipoprotein
KOIAIB_01555	511145.b1454	core	yncG	Putative
KOIAIB_01786	511145.b1676	core	pykF	pyruvate
KOIAIB_02057	511145.b1928	accessory	yedD	lipoprotein
KOIAIB_03432	511145.b3228	core	group_9129	ClpXP
KOIAIB_03381	511145.b3179	core	group_9096	23S
KOIAIB_03077	511145.b2887	core	ygfT	formate-dependent
KOIAIB_04224	511145.b3964	core	yijD	YijD
KOIAIB_01307	511145.b1223	core	group_8943	nitrate
KOIAIB_00205	511145.b0190	core	yaeQ	Uncharacterized
KOIAIB_01623	511145.b1523	core	yneG	Uncharacterized
KOIAIB_01754	511145.b1647	core	ydhF	Oxidoreductase
KOIAIB_02271	511145.b4542	core	yohO	protein
KOIAIB_02304	511145.b2159	core	nfo	deoxyribonuclease
KOIAIB_00789	511145.b0730	accessory	mngR	mannosyl-D-glycerate
KOIAIB_02718	511145.b2540	accessory	hcaC	bifunctional
KOIAIB_00162	511145.b0152	core	fhuD	Fe(3+)-hydroxamate
KOIAIB_03741	511145.b3522	core	yhjD	inner
KOIAIB_04053	511145.b3810	core	yigA	Uncharacterized
KOIAIB_04202	511145.b3942	core	katG	catalase/peroxidase
KOIAIB_01924	511145.b1806	core	yeaY	Outer
KOIAIB_02925	511145.b2741	core	rpoS	RNA
KOIAIB_02236	511145.b2096	core	gatY	tagatose-bisphosphate
KOIAIB_02410	511145.b2251	core	nudI	nucleoside
KOIAIB_01395	511145.b1306	core	pspC	envelope
KOIAIB_00484	511145.b0443	core	group_5817	long-chain
KOIAIB_00589	511145.b0543	accessory	emrE	multidrug
KOIAIB_00657	511145.b0601	core	ybdM	Uncharacterized
KOIAIB_01607	511145.b1507	core	hipA~~~hipB	Protein
KOIAIB_02731	511145.b2553	core	glnB	nitrogen
KOIAIB_02943	511145.b2759	accessory	group_5356	type
KOIAIB_01520	511145.b1420	accessory	mokB	Regulatory
KOIAIB_01553	511145.b1452	core	group_1946	Uncharacterized
KOIAIB_01561	511145.b1461	accessory	pptA	tautomerase
KOIAIB_01756	511145.b1649	core	nemR	DNA-binding
KOIAIB_01893	511145.b1776	accessory	ydjL	Uncharacterized
KOIAIB_04169	511145.b3911	core	cpxA	envelope
KOIAIB_04399	511145.b4111	core	proP	glycine
KOIAIB_01929	511145.b1811	core	yoaH	YoaH
KOIAIB_01963	511145.b1843	core	yobB	Uncharacterized
KOIAIB_03238	511145.b3043	accessory	ygiL	fimbrial-like
KOIAIB_02327	511145.b2181	core	yejG	Uncharacterized
KOIAIB_00603	511145.b0554	accessory	essD	Holin;Lysis
KOIAIB_00639	511145.b0585	core	group_1339	enterobactin/ferric
KOIAIB_01023	511145.b0950	core	group_8860	membrane
KOIAIB_00397	511145.b0358	core	group_1344	YaiO
KOIAIB_00700	511145.b0644	accessory	group_1465	Sel1-repeat-containing
KOIAIB_01249	511145.b1174	core	group_8917	cell
KOIAIB_01319	511145.b1237	core	hns	histone-like
KOIAIB_00938	511145.b0868	core	ybjS	Uncharacterized
KOIAIB_04616	511145.b4313	accessory	fimE	type
KOIAIB_00166	511145.b0155	core	clcA	H(+)/Cl(-)
KOIAIB_01608	511145.b1508	core	group_3533	type
KOIAIB_01707	511145.b1601	core	tqsA	Transporter;AI-2
KOIAIB_03922	511145.b3686	core	ibpB	small
KOIAIB_03989	511145.b3748	core	rbsD	D-ribose
KOIAIB_04066	511145.b3824	core	rhtB	Homoserine/homoserine
KOIAIB_04215	511145.b3956	core	group_9187	phosphoenolpyruvate
KOIAIB_02992	511145.b2806	core	rlmM	23S
KOIAIB_03135	511145.b2942	core	metK	methionine
KOIAIB_03408	511145.b3206	core	group_9119	PTS
KOIAIB_03441	511145.b3237	core	group_9138	transcriptional
KOIAIB_00275	511145.b0250	accessory	group_5449	Uncharacterized
KOIAIB_00517	511145.b0476	core	aes	acetyl
KOIAIB_01345	511145.b1260	core	trpA	tryptophan
KOIAIB_01545	511145.b1444	core	patD	Gamma-aminobutyraldehyde
KOIAIB_00318	511145.b0289	accessory	ecpE	Fimbrial
KOIAIB_04463	511145.b4168	core	group_9211	tRNA
KOIAIB_00990	511145.b0918	core	kdsB	3-deoxy-manno-octulosonate
KOIAIB_01157	511145.b1081	core	flgJ	flagellar
KOIAIB_04083	511145.b3842	core	rfaH	transcription/translation
KOIAIB_02869	511145.b2687	core	luxS	S-ribosylhomocysteine
KOIAIB_02352	511145.b2207	core	napD	chaperone
KOIAIB_02426	511145.b2266	core	elaB	stress
KOIAIB_02523	511145.b2363	accessory	yfdT	Uncharacterized
KOIAIB_02694	511145.b2520	core	yfhM	alpha2-macroglobulin
KOIAIB_03667	511145.b3457	core	livH	high-affinity
KOIAIB_03870	511145.b3639	core	coaBC	bifunctional
KOIAIB_04126	511145.b3874	core	yihN	Inner
KOIAIB_00147	511145.b0137	accessory	yadL	fimbrial-like
KOIAIB_02195	511145.b2060	accessory	wzc	tyrosine-protein
KOIAIB_02500	511145.b2339	core	yfcV	Fimbrial
KOIAIB_02604	511145.b2438	core	group_5241	ethanolamine
KOIAIB_02706	511145.b2530	core	iscS	cysteine
KOIAIB_03126	511145.b2929	core	fumE	fumarase
KOIAIB_02505	511145.b2344	core	fadL	long-chain
KOIAIB_01593	511145.b1492	core	gadC	acid
KOIAIB_00679	511145.b0623	core	group_8628	transcription
KOIAIB_02895	511145.b2712	core	group_2620	carbamoyltransferase
KOIAIB_00019	511145.b4412	core	mokC	Regulatory
KOIAIB_00053	511145.b0051	core	rsmA	16S
KOIAIB_00191	511145.b0177	core	bamA	outer
KOIAIB_01728	511145.b1622	core	malY	bifunctional
KOIAIB_03859	511145.b3628	accessory	waaB	lipopolysaccharide
KOIAIB_02288	511145.b2144	core	sanA	outer
KOIAIB_00406	511145.b0367	core	tauC	taurine
KOIAIB_00471	511145.b0431	core	cyoB	cytochrome
KOIAIB_04019	511145.b3779	core	gppA	Guanosine
KOIAIB_00542	511145.b0495	core	ybbA	putative
KOIAIB_03062	511145.b2871	core	dpaL	diaminopropionate
KOIAIB_03544	511145.b3336	core	bfr	bacterioferritin
KOIAIB_03673	511145.b3463	core	group_4487	signal
KOIAIB_03844	511145.b3613	core	envC	murein
KOIAIB_00253	511145.b0232	accessory	yafN	type
KOIAIB_01051	511145.b0978	core	appC	cytochrome
KOIAIB_01816	511145.b1703	core	ppsR	posphoenolpyruvate
KOIAIB_02191	511145.b2056	accessory	wcaD	colanic
KOIAIB_01687	511145.b1582	core	ynfA	YnfA
KOIAIB_01855	511145.b1739	core	osmE	osmotically-inducible
KOIAIB_02130	511145.b2001	accessory	group_2062	Membrane
KOIAIB_04207	511145.b3947	core	ptsA	Multiphosphoryl
KOIAIB_02938	511145.b2754	accessory	cas2e	type
KOIAIB_03076	511145.b2886	core	ygfS	Putative
KOIAIB_02554	511145.b2392	core	mntH	Mn(2+)
KOIAIB_02804	511145.b2617	core	bamE	outer
KOIAIB_03703	511145.b3492	core	yhiN	Uncharacterized
KOIAIB_02787	511145.b2599	core	pheA	bifunctional
KOIAIB_02302	511145.b2157	core	yeiE	DNA-binding
KOIAIB_02473	511145.b2312	core	purF	amidophosphoribosyltransferase
KOIAIB_02539	511145.b2377	core	yfdY	Uncharacterized
KOIAIB_04370	511145.b4088	accessory	alsB	D-allose
KOIAIB_04478	511145.b4183	core	yjfK	Uncharacterized
KOIAIB_01141	511145.b1065	core	mdtH	multidrug
KOIAIB_03723	511145.b3507	core	dctR	HTH-type
KOIAIB_03827	511145.b3597	core	yibH	Membrane
KOIAIB_04031	511145.b3791	core	rffA	dTDP-4-amino-46-dideoxygalactose
KOIAIB_03796	511145.b3569	core	xylR	Xylose
KOIAIB_03290	511145.b3088	core	group_9043	TerC
KOIAIB_03217	511145.b3020	accessory	ygiS	ABC
KOIAIB_01218	511145.b1143	accessory	group_8902	Uncharacterized
KOIAIB_01385	511145.b1296	accessory	potE~~~puuP	APC
KOIAIB_04010	511145.b3769	core	group_6813	Acetolactate
KOIAIB_02464	511145.b2303	core	folX	D-erythro-78-dihydroneopterin
KOIAIB_02667	511145.b2495	core	arsC	arsenate
KOIAIB_02812	511145.b2625	accessory	yfjI	Protein
KOIAIB_02298	511145.b2153	core	folE	GTP
KOIAIB_02469	511145.b2308	core	hisQ	histidine
KOIAIB_00855	511145.b0793	core	ybhS	putative
KOIAIB_00904	511145.b0837	core	yliI	Aldose
KOIAIB_04615	511145.b4312	accessory	fimB	Tyrosine
KOIAIB_01042	511145.b0969	core	tusE	sulfurtransferase
KOIAIB_01144	511145.b1068	core	yceM	gfo/Idh/MocA
KOIAIB_03690	511145.b3480	core	nikE	nickel
KOIAIB_03897	511145.b3664	core	yicO~~~adeQ	Xanthine/uracil
KOIAIB_02274	511145.b2130	core	yehY	Glycine
KOIAIB_00340	511145.b0313	core	betI	transcriptional
KOIAIB_00554	511145.b0508	core	hyi	hydroxypyruvate
KOIAIB_04183	511145.b3924	core	fpr	ferredoxin--NADP(+)
KOIAIB_02702	511145.b2526	core	hscA	Fe-S
KOIAIB_00144	511145.b0134	core	panB	3-methyl-2-oxobutanoate
KOIAIB_00321	511145.b0292	accessory	ecpB	fimbrial
KOIAIB_02018	511145.b1890	core	motA	flagellar
KOIAIB_02159	511145.b2026	core	hisIE	bifunctional
KOIAIB_04335	511145.b4062	core	soxS	regulatory
KOIAIB_01942	511145.b1825	core	yebO	Uncharacterized
KOIAIB_02010	511145.b1883	core	cheB	protein-glutamate
KOIAIB_02185	511145.b2050	accessory	wcaI	colanic
KOIAIB_03017	511145.b2829	core	ptsP	phosphoenolpyruvate--protein
KOIAIB_02343	511145.b2198	core	ccmD	heme
KOIAIB_02481	511145.b2320	core	pdxB	4-phosphoerythronate
KOIAIB_02796	511145.b2608	core	rimM	ribosome
KOIAIB_00555	511145.b0509	core	glxR	2-hydroxy-3-oxopropionate
KOIAIB_00689	511145.b0633	core	rlpA	endolytic
KOIAIB_04311	511145.b4039	core	ubiC	chorismate
KOIAIB_04455	511145.b4161	core	group_9209	small
KOIAIB_00039	511145.b0037	core	caiC	crotonobetaine/carnitine-CoA
KOIAIB_02084	511145.b1957	accessory	yodC	Uncharacterized
KOIAIB_02189	511145.b2054	accessory	wcaF	Colanic
KOIAIB_02398	511145.b2240	core	glpT	Glycerol-3-phosphate
KOIAIB_00836	511145.b0775	core	bioB	biotin
KOIAIB_02553	511145.b2390	core	ypeC	Uncharacterized
KOIAIB_00989	511145.b0917	core	group_8842	protein
KOIAIB_01123	511145.b1047	core	mdoC	glucans
KOIAIB_03331	511145.b3132	core	kbaZ	Putative
KOIAIB_01222	511145.b1147	accessory	group_3280	DNA-binding
KOIAIB_01421	511145.b1330	core	ynaI	low
KOIAIB_01990	511145.b1866	core	aspS	aspartate--tRNA
KOIAIB_04368	511145.b4086	accessory	alsC	hypothetical
KOIAIB_04508	511145.b4213	core	cpdB	2'3'-cyclic-nucleotide
KOIAIB_04297	511145.b4030	core	psiE	phosphate-starvation-inducible
KOIAIB_01376	511145.b1286	core	rnb	exoribonuclease
KOIAIB_01080	511145.b4518	core	ymdF	General
KOIAIB_01814	511145.b1701	core	fadK	medium-chain
KOIAIB_01174	511145.b1098	core	group_4575	cell
KOIAIB_01271	511145.b1195	core	ymgE	UPF0410
KOIAIB_02120	511145.b1992	core	cobS	adenosylcobinamide-GDP
KOIAIB_03471	511145.b3266	core	acrB~~~acrF	multidrug
KOIAIB_04398	511145.b4110	core	yjcZ~~~yhjH	YjcZ-like
KOIAIB_00507	511145.b0466	core	rsmS	pleiotropic
KOIAIB_03578	511145.b3368	core	cysG	siroheme
KOIAIB_00464	511145.b0424	core	group_4777	protein
KOIAIB_00987	511145.b0915	core	lpxK	Tetraacyldisaccharide
KOIAIB_03296	511145.b3094	core	group_9049	transcriptional
KOIAIB_00818	511145.b0758	accessory	galT	galactose-1-phosphate
KOIAIB_00957	511145.b0886	core	group_8828	heme
KOIAIB_02176	511145.b2042	accessory	galF	UTP--glucose-1-phosphate
KOIAIB_01005	511145.b0932	core	group_8854	aminopeptidase
KOIAIB_02214	511145.b2074	core	mdtA	multidrug
KOIAIB_01842	511145.b1727	core	hxpB	hexitol
KOIAIB_02078	511145.b1951	accessory	rcsA	transcriptional
KOIAIB_02220	511145.b2080	core	yegP	UPF0339
KOIAIB_02254	511145.b2113	core	apbC	iron-sulfur
KOIAIB_01568	511145.b1468	core	narZ	nitrate
KOIAIB_02605	511145.b2439	core	eutL	ethanolamine
KOIAIB_02743	511145.b4687	core	shoB	Small
KOIAIB_01752	511145.b1645	core	ydhK	Uncharacterized
KOIAIB_04632	511145.b4327	core	hypT	hypochlorite
KOIAIB_00505	511145.b0464	core	acrR	multidrug
KOIAIB_00996	511145.b0924	core	group_8848	chromosome
KOIAIB_03948	511145.b3709	core	tnaB	aromatic
KOIAIB_04022	511145.b3783	core	rho	transcription
KOIAIB_04439	511145.b4147	core	group_9200	Elongation
KOIAIB_02069	511145.b1942	accessory	group_2233	flagellar
KOIAIB_02428	511145.b2268	core	rbn	ribonuclease
KOIAIB_00081	511145.b0075	core	leuL	leu
KOIAIB_00224	511145.b0207	core	dkgB	25-didehydrogluconate
KOIAIB_00364	511145.b0334	accessory	prpD	2-methylcitrate
KOIAIB_00622	511145.b0571	accessory	cusR	copper
KOIAIB_03792	511145.b3565	core	xylA	xylose
KOIAIB_01210	511145.b1134	core	group_8899	phosphatase
KOIAIB_01879	511145.b1762	accessory	ynjI	Inner
KOIAIB_00924	511145.b0856	core	potH	putrescine
KOIAIB_02964	511145.b2779	core	eno	phosphopyruvate
KOIAIB_01899	511145.b1782	core	mipA	scaffolding
KOIAIB_03487	511145.b3279	core	yrdA	Protein
KOIAIB_00194	511145.b0180	core	fabZ	3-hydroxyacyl-ACP
KOIAIB_00337	511145.b0310	core	ykgH	Inner
KOIAIB_03978	511145.b3737	core	atpE	F0F1
KOIAIB_04090	511145.b3847	core	group_9173	Xaa-Pro
KOIAIB_01175	511145.b1099	core	holB	DNA
KOIAIB_02661	511145.b2489	accessory	hyfI	Hydrogenase-4
KOIAIB_04467	511145.b4172	core	group_9215	RNA
KOIAIB_04536	511145.b4238	core	nrdD	anaerobic
KOIAIB_03406	511145.b3204	core	group_9117	PTS
KOIAIB_03514	511145.b3306	core	group_5845	Small
KOIAIB_00078	511145.b0072	core	leuC	3-isopropylmalate
KOIAIB_01355	511145.b1270	core	group_4778	cob(I)yrinic
KOIAIB_01887	511145.b1770	accessory	ydjF	Uncharacterized
KOIAIB_02162	511145.b2029	core	gndA	NADP-dependent
KOIAIB_00148	511145.b0138	accessory	yadM	Putative
KOIAIB_04384	511145.b4102	core	phnF	phosphonate
KOIAIB_00177	511145.b0166	core	dapD	2345-tetrahydropyridine-26-dicarboxylate
KOIAIB_00498	511145.b0457	core	pdeB	Putative
KOIAIB_01487	511145.b1391	accessory	paaD	phenylacetate
KOIAIB_01852	511145.b1736	core	chbA	PTS
KOIAIB_01864	511145.b1747	core	astA	arginine
KOIAIB_00687	511145.b0631	core	ybeD	DUF493
KOIAIB_03988	511145.b3747	core	kup	Kup
KOIAIB_02940	511145.b2756	accessory	cas6e	type
KOIAIB_01638	511145.b1536	accessory	ydeI	YdeI
KOIAIB_01876	511145.b1759	core	nudG	CTP
KOIAIB_01941	511145.b1823	core	cspE	transcription
KOIAIB_02045	511145.b1917	accessory	tcyN	L-cystine
KOIAIB_02285	511145.b2141	core	yohJ	UPF0299
KOIAIB_01393	511145.b1304	core	pspA	phage
KOIAIB_01425	511145.b1334	core	fnr	Fumarate/nitrate
KOIAIB_01560	511145.b1460	accessory	tnp~~~nrfB~~~yafF	ISAs1
KOIAIB_01925	511145.b1807	core	tsaB	tRNA
KOIAIB_03166	511145.b2971	accessory	yghG	Lipoprotein
KOIAIB_03675	511145.b3465	core	rsmD	16S
KOIAIB_03814	511145.b3585	accessory	yiaU	Uncharacterized
KOIAIB_04171	511145.b4484	core	cpxP	cell-envelope
KOIAIB_04248	511145.b3987	core	rpoB	DNA-directed
KOIAIB_04540	511145.b4702	core	mgtL	mgtA
KOIAIB_04606	511145.b4565	accessory	sgcB	Putative
KOIAIB_04711	511145.b4397	core	creA	protein
KOIAIB_02306	511145.b2161	accessory	nupX	Putative
KOIAIB_02542	511145.b2379	core	alaC	alanine
KOIAIB_02170	511145.b2036	accessory	group_1776	UDP-galactopyranose
KOIAIB_01167	511145.b1091	core	fabH	beta-ketoacyl-ACP
KOIAIB_01798	511145.b1687	core	ydiJ	D-2-hydroxyglutarate
KOIAIB_04307	511145.b4037	core	malM	maltose
KOIAIB_00759	511145.b0704	accessory	ybfC	Periplasmic
KOIAIB_00971	511145.b0899	accessory	group_8835	Inner
KOIAIB_01837	511145.b1722	core	ydiY	Acid-inducible
KOIAIB_01008	511145.b0935	core	ssuD	FMNH2-dependent
KOIAIB_02044	511145.b1916	accessory	sdiA	transcriptional
KOIAIB_02317	511145.b2171	core	yeiP	elongation
KOIAIB_02456	511145.b2295	core	yfbV	terminus
KOIAIB_00525	511145.b0482	core	ybaP	Uncharacterized
KOIAIB_00663	511145.b0607	core	uspG	universal
KOIAIB_02699	511145.b2523	core	pepB	aminopeptidase
KOIAIB_00501	511145.b0460	core	group_7156	Hha
KOIAIB_00539	511145.b0492	core	cnoX	Thioredoxin-like
KOIAIB_00705	511145.b0649	accessory	djlC~~~hscC~~~dnaJ	Uncharacterized
KOIAIB_01128	511145.b1051	core	mysB~~~mdtG	MysB
KOIAIB_03274	511145.b3074	core	ygjH	tRNA-binding
KOIAIB_03341	511145.b3142	accessory	yraH	Uncharacterized
KOIAIB_01371	511145.b1282	core	yciH	stress
KOIAIB_01504	511145.b1407	accessory	ydbD	Uncharacterized
KOIAIB_00943	511145.b0873	core	group_8822	hydroxylamine
KOIAIB_01269	511145.b1193	core	group_8927	membrane-bound
KOIAIB_01538	511145.b4532	accessory	group_1941	type
KOIAIB_01602	511145.b1501	core	ydeP	acid
KOIAIB_02492	511145.b2331	core	smrB	endonuclease
KOIAIB_01494	511145.b1398	accessory	paaK	phenylacetate--CoA
KOIAIB_04546	511145.b4249	accessory	bdcA	SDR
KOIAIB_01019	511145.b0946	core	group_8857	cell
KOIAIB_01352	511145.b1267	core	yciO	L-threonylcarbamoyladenylate
KOIAIB_01983	511145.b1861	core	ruvA	Holliday
KOIAIB_02087	511145.b1960	accessory	vsr	VSPR
KOIAIB_02326	511145.b2180	core	yejF	microcin
KOIAIB_02601	511145.b2435	core	amiA	N-acetylmuramoyl-L-alanine
KOIAIB_02739	511145.b2559	core	cas9	type
KOIAIB_03020	511145.b2831	core	mutH	DNA
KOIAIB_03156	511145.b2962	core	yggX	oxidative
KOIAIB_02970	511145.b2785	core	rlmD	23S
KOIAIB_03348	511145.b3149	core	group_9073	DnaA
KOIAIB_01673	511145.b1569	accessory	dicC~~~dicB	dicB
KOIAIB_01738	511145.b1632	core	rsxE	electron
KOIAIB_01875	511145.b1758	core	ynjF	Inner
KOIAIB_02529	511145.b2368	core	emrK	multidrug
KOIAIB_02738	511145.b2558	core	mltF	membrane-bound
KOIAIB_03155	511145.b2961	core	mutY	A/G-specific
KOIAIB_04155	511145.b3902	core	rhaD	rhamnulose-1-phosphate
KOIAIB_02008	511145.b1881	core	cheZ	protein
KOIAIB_02150	511145.b2017	accessory	yefM	YoeB-YefM
KOIAIB_02183	511145.b2048	accessory	cpsG	colanic
KOIAIB_01810	511145.b1697	core	ydiQ	electron
KOIAIB_01181	511145.b1105	core	lpoB	penicillin-binding
KOIAIB_01380	511145.b1291	core	sapD	peptide
KOIAIB_00824	511145.b0764	accessory	modB	molybdate
KOIAIB_00961	511145.b0890	core	group_2218	DNA
KOIAIB_01936	511145.b1818	core	manY	PTS
KOIAIB_04716	511145.b4403	core	lasT~~~trmJ~~~trmH	hypothetical
KOIAIB_02621	511145.b2454	core	eutJ	ethanolamine
KOIAIB_02832	511145.b2646	accessory	ykfI~~~ypjF	Phage-associated
KOIAIB_00277	511145.b0252	accessory	group_8527	UPF0380
KOIAIB_00453	511145.b0413	core	nrdR	transcriptional
KOIAIB_00730	511145.b0676	core	group_8658	DNA-binding
KOIAIB_01039	511145.b0966	core	group_8871	heat
KOIAIB_02215	511145.b2075	core	mdtB	multidrug
KOIAIB_03658	511145.b3448	core	yhhA	DUF2756
KOIAIB_03079	511145.b4684	core	yqfG	Small
KOIAIB_03147	511145.b2954	core	rdgB	RdgB/HAM1
KOIAIB_03251	511145.b3052	core	group_9027	bifunctional
KOIAIB_03219	511145.b3022	accessory	mqsR	type
KOIAIB_03321	511145.b3121	accessory	yhaC	YhaC
KOIAIB_01255	511145.b1180	core	group_8923	fumarylacetoacetate
KOIAIB_01390	511145.b1301	accessory	puuB	Gamma-glutamylputrescine
KOIAIB_02573	511145.b2409	core	yfeR	Uncharacterized
